DateTime,grid_demand_mwh,system_margin,renewable_output_mwh,stack_marginal_cost
[19/01/2025 18:00],46515.3,4135.9,3763.6,78.65
[19/01/2025 19:00],32700.0,9906.3,1422.8,40.27
[19/01/2025 20:00],37978.8,7192.9,5033.0,50.6
[19/01/2025 21:00],41556.2,8111.6,3802.7,106.71
[19/01/2025 22:00],47378.0,7695.4,3431.7,95.3
[19/01/2025 23:00],37286.9,3622.7,6937.3,61.49
[20/01/2025 00:00],41046.8,2736.0,7373.2,35.9
[20/01/2025 01:00],31106.8,5646.0,1844.4,106.36
[20/01/2025 02:00],48161.1,7923.4,6137.0,42.21
[20/01/2025 03:00],39064.7,5114.3,2120.2,46.44
[20/01/2025 04:00],41387.0,3576.1,5541.0,90.19
[20/01/2025 05:00],39599.4,9614.7,5679.3,91.6
[20/01/2025 06:00],40177.2,6919.9,4202.8,90.51
[20/01/2025 07:00],39304.6,2955.8,7927.6,70.23
[20/01/2025 08:00],36532.1,8780.6,1105.0,43.37
[20/01/2025 09:00],31750.1,5436.7,5202.1,102.79
[20/01/2025 10:00],38267.9,3606.8,6881.6,57.63
[20/01/2025 11:00],39564.0,9764.1,7698.9,41.87
[20/01/2025 12:00],37692.3,4083.8,3557.6,97.27
[20/01/2025 13:00],31502.4,2726.7,4792.5,58.94
[20/01/2025 14:00],48884.4,9913.5,2399.7,57.0
[20/01/2025 15:00],48256.8,6928.4,6056.0,72.06
[20/01/2025 16:00],41136.9,7696.3,718.4,90.8
[20/01/2025 17:00],34141.2,2079.6,2570.8,95.02
[20/01/2025 18:00],45676.1,8680.5,5894.4,104.62
[20/01/2025 19:00],35145.0,8677.9,5282.3,69.49
[20/01/2025 20:00],30818.2,8738.9,7807.5,102.37
[20/01/2025 21:00],32619.2,4584.5,3833.9,55.62
[20/01/2025 22:00],43800.7,9245.4,4882.7,46.77
[20/01/2025 23:00],30491.9,7137.3,1326.9,76.68
[21/01/2025 00:00],37130.8,7760.2,7799.2,105.31
[21/01/2025 01:00],31727.7,8279.1,3297.3,97.2
[21/01/2025 02:00],49497.5,2624.8,5758.5,63.52
[21/01/2025 03:00],38445.7,6203.5,850.3,78.89
[21/01/2025 04:00],40075.2,4946.2,4407.9,68.56
[21/01/2025 05:00],31187.1,6539.2,1532.7,52.26
[21/01/2025 06:00],33801.5,2635.3,2786.1,106.27
[21/01/2025 07:00],31793.7,6021.4,7942.6,47.29
[21/01/2025 08:00],38768.5,2356.6,2359.7,105.13
[21/01/2025 09:00],39550.2,2195.9,2771.7,39.97
[21/01/2025 10:00],40915.5,2528.7,814.5,48.35
[21/01/2025 11:00],34186.1,6069.5,3587.0,73.57
[21/01/2025 12:00],31951.4,3872.9,4011.5,91.15
[21/01/2025 13:00],40593.7,2624.4,6892.7,49.95
[21/01/2025 14:00],45663.7,9831.1,2844.9,70.84
[21/01/2025 15:00],42106.4,2365.4,3500.4,77.67
[21/01/2025 16:00],36516.0,7777.6,1571.1,71.74
[21/01/2025 17:00],48047.9,9970.4,3841.4,48.16
[21/01/2025 18:00],49509.5,6319.7,3449.7,89.94
[21/01/2025 19:00],39396.4,9025.3,744.5,78.96
[21/01/2025 20:00],36310.3,9962.2,7752.2,35.15
[21/01/2025 21:00],47412.0,6812.5,2283.6,46.21
[21/01/2025 22:00],32464.7,4317.8,5409.6,75.1
[21/01/2025 23:00],35428.1,9951.8,3194.4,79.05
[22/01/2025 00:00],31411.9,2073.1,3397.4,86.99
[22/01/2025 01:00],48503.1,3823.0,5311.9,66.78
[22/01/2025 02:00],33896.7,7884.7,717.2,83.81
[22/01/2025 03:00],32348.0,6644.1,4292.9,77.0
[22/01/2025 04:00],38474.7,3081.5,4663.1,93.91
[22/01/2025 05:00],48242.3,9833.2,2221.4,71.66
[22/01/2025 06:00],36108.0,7166.2,3158.0,95.52
[22/01/2025 07:00],34911.7,3924.2,7348.8,52.74
[22/01/2025 08:00],43474.0,6107.7,6535.2,51.01
[22/01/2025 09:00],38585.3,9669.9,7164.4,82.46
[22/01/2025 10:00],35536.7,2917.1,6972.0,108.23
[22/01/2025 11:00],47630.5,9853.9,7602.6,86.14
[22/01/2025 12:00],40136.0,3687.9,7222.6,48.03
[22/01/2025 13:00],47679.5,6326.1,6077.0,38.1
[22/01/2025 14:00],35214.4,9741.0,2640.5,53.02
[22/01/2025 15:00],37636.6,3538.5,5586.1,91.32
[22/01/2025 16:00],36672.5,4968.5,3170.0,73.96
[22/01/2025 17:00],31181.7,8535.5,5835.2,67.71
[22/01/2025 18:00],34914.1,3227.8,5564.7,75.94
[22/01/2025 19:00],40542.5,6197.2,4263.5,84.94
[22/01/2025 20:00],46375.4,6726.7,3423.6,95.62
[22/01/2025 21:00],35240.6,3716.3,5861.6,84.4
[22/01/2025 22:00],33997.9,4299.1,4727.6,85.5
[22/01/2025 23:00],48009.3,9764.4,5304.2,108.65
[23/01/2025 00:00],44422.7,4880.1,652.1,61.85
[23/01/2025 01:00],43363.3,6297.4,5960.6,60.1
[23/01/2025 02:00],30525.8,4945.8,6480.1,43.03
[23/01/2025 03:00],41302.4,3880.6,885.1,45.68
[23/01/2025 04:00],36894.4,3402.4,2430.7,84.09
[23/01/2025 05:00],41578.9,9402.7,3518.4,87.38
[23/01/2025 06:00],40428.9,7705.0,7311.3,92.1
[23/01/2025 07:00],36401.7,8155.0,1913.6,66.0
[23/01/2025 08:00],46588.7,9469.4,5729.7,83.49
[23/01/2025 09:00],46430.1,2399.4,3439.3,57.62
[23/01/2025 10:00],40688.5,7871.9,5856.6,37.94
[23/01/2025 11:00],30060.1,2905.2,2495.6,79.1
[23/01/2025 12:00],31749.3,6214.5,7572.4,79.03
[23/01/2025 13:00],41415.2,7179.9,2901.5,89.04
[23/01/2025 14:00],33139.2,4338.7,5000.8,101.95
[23/01/2025 15:00],46512.5,3389.3,6408.9,45.68
[23/01/2025 16:00],49820.5,6729.7,6648.8,35.65
[23/01/2025 17:00],47488.2,7398.1,3549.0,35.95
[23/01/2025 18:00],45668.1,6357.5,2281.4,62.55
[23/01/2025 19:00],45725.8,7190.0,4444.3,44.77
[23/01/2025 20:00],33398.0,9887.8,6285.6,66.18
[23/01/2025 21:00],36807.0,7891.5,1529.1,81.98
[23/01/2025 22:00],30182.5,8249.2,1837.6,73.85
[23/01/2025 23:00],45210.4,6649.5,4211.7,84.66
[24/01/2025 00:00],49026.4,6611.8,6962.5,62.95
[24/01/2025 01:00],39276.2,7414.7,4406.4,91.93
[24/01/2025 02:00],43228.3,7690.7,752.4,82.5
[24/01/2025 03:00],33494.8,4821.2,2572.8,36.73
[24/01/2025 04:00],34138.5,7364.4,5514.2,99.1
[24/01/2025 05:00],46206.4,9306.9,3295.5,65.42
[24/01/2025 06:00],47400.0,4495.9,7117.3,38.27
[24/01/2025 07:00],43433.0,4838.8,6444.8,70.74
[24/01/2025 08:00],43528.1,2840.0,560.2,96.81
[24/01/2025 09:00],46977.7,3305.1,5993.2,43.33
[24/01/2025 10:00],44742.1,6936.2,7021.0,76.57
[24/01/2025 11:00],46374.7,8051.8,5915.5,106.66
[24/01/2025 12:00],47947.1,3944.5,1526.0,78.53
[24/01/2025 13:00],32324.6,9495.6,3570.6,99.57
[24/01/2025 14:00],33158.7,2442.9,5313.7,90.52
[24/01/2025 15:00],40265.5,7840.8,7412.2,76.96
[24/01/2025 16:00],44449.0,6506.5,3871.7,86.32
[24/01/2025 17:00],41451.0,6661.7,5374.9,60.62
[24/01/2025 18:00],42965.3,8623.1,1153.5,64.51
[24/01/2025 19:00],47122.4,7106.3,1796.8,88.76
[24/01/2025 20:00],44361.9,7109.3,5418.3,59.14
[24/01/2025 21:00],30809.4,4923.8,4813.0,45.59
[24/01/2025 22:00],36342.5,4829.4,905.2,59.04
[24/01/2025 23:00],47733.3,8375.4,2893.2,38.14
[25/01/2025 00:00],36032.7,9794.9,4348.7,37.41
[25/01/2025 01:00],48647.9,4545.6,5483.7,37.63
[25/01/2025 02:00],44619.6,8288.1,3187.3,71.15
[25/01/2025 03:00],40333.6,7857.9,4519.6,99.41
[25/01/2025 04:00],32373.0,5166.1,4040.8,46.14
[25/01/2025 05:00],44572.3,6612.1,2010.4,84.09
[25/01/2025 06:00],49093.3,2622.8,6586.9,48.34
[25/01/2025 07:00],41274.5,2976.9,2581.0,108.2
[25/01/2025 08:00],41391.0,6526.6,1932.9,69.27
[25/01/2025 09:00],41975.2,7913.7,4908.8,85.94
[25/01/2025 10:00],48180.1,9854.1,1440.3,68.52
[25/01/2025 11:00],49506.3,6618.4,2606.6,62.03
[25/01/2025 12:00],38817.2,9833.7,4178.1,105.67
[25/01/2025 13:00],34434.3,8094.9,7605.8,41.0
[25/01/2025 14:00],35599.3,8189.7,1142.9,109.29
[25/01/2025 15:00],44492.0,4377.1,4925.6,93.44
[25/01/2025 16:00],30612.5,7782.0,6710.6,104.5
[25/01/2025 17:00],49364.3,2167.5,1514.2,98.68
[25/01/2025 18:00],45620.8,5569.9,5202.7,98.01
[25/01/2025 19:00],49777.3,8988.4,1691.9,84.71
[25/01/2025 20:00],46894.6,5033.5,1645.5,91.65
[25/01/2025 21:00],44194.4,2532.7,4310.0,72.33
[25/01/2025 22:00],37824.9,3505.2,1901.5,67.17
[25/01/2025 23:00],33865.7,6287.7,3783.0,87.24
[26/01/2025 00:00],36540.3,3339.9,6302.3,83.02
[26/01/2025 01:00],45532.6,2252.5,3389.8,85.77
[26/01/2025 02:00],31438.6,4977.2,4362.3,83.7
[26/01/2025 03:00],34160.3,7307.8,6715.9,80.93
[26/01/2025 04:00],43290.7,9719.1,4523.3,88.81
[26/01/2025 05:00],44235.5,6330.8,5791.9,89.02
[26/01/2025 06:00],41671.6,8689.9,7038.9,69.4
[26/01/2025 07:00],34798.4,2922.5,4116.5,95.04
[26/01/2025 08:00],46002.4,4430.7,3326.0,92.16
[26/01/2025 09:00],39040.7,5592.5,3616.0,105.41
[26/01/2025 10:00],40668.4,5712.9,986.4,57.13
[26/01/2025 11:00],34333.7,6161.7,531.1,85.44
[26/01/2025 12:00],43464.1,2789.3,1847.9,41.36
[26/01/2025 13:00],46019.0,8831.1,6035.4,104.91
[26/01/2025 14:00],31982.6,4792.8,3276.1,44.44
[26/01/2025 15:00],41098.7,2878.6,5475.3,87.57
[26/01/2025 16:00],49326.1,7946.7,540.0,93.72
[26/01/2025 17:00],49629.1,3449.7,4720.8,89.4
[26/01/2025 18:00],34818.5,3992.9,1705.9,108.88
[26/01/2025 19:00],48090.1,7250.8,1900.7,65.19
[26/01/2025 20:00],32364.4,8476.8,7539.5,68.54
[26/01/2025 21:00],30010.0,4428.6,6130.1,40.52
[26/01/2025 22:00],32970.9,5733.0,6740.0,64.5
[26/01/2025 23:00],43270.3,3969.9,1180.3,64.43
[27/01/2025 00:00],33923.0,3250.3,7211.7,45.11
[27/01/2025 01:00],42825.2,5796.7,694.2,37.1
[27/01/2025 02:00],41062.9,5901.5,6890.4,76.93
[27/01/2025 03:00],48833.2,3107.9,1683.9,66.6
[27/01/2025 04:00],32172.6,3203.1,5655.5,35.23
[27/01/2025 05:00],30262.5,8118.1,2165.8,52.0
[27/01/2025 06:00],42335.5,6609.1,6403.2,85.41
[27/01/2025 07:00],46329.4,7106.0,2008.6,89.99
[27/01/2025 08:00],40644.5,5313.3,2148.9,70.05
[27/01/2025 09:00],35412.3,3370.6,3784.8,103.16
[27/01/2025 10:00],40315.0,3178.2,4551.4,103.54
[27/01/2025 11:00],34388.6,3501.2,652.8,58.8
[27/01/2025 12:00],32985.0,7274.9,5209.5,74.85
[27/01/2025 13:00],30696.6,2103.6,2838.6,102.03
[27/01/2025 14:00],34795.3,9150.1,3341.6,53.18
[27/01/2025 15:00],39111.7,8904.0,4308.0,79.7
[27/01/2025 16:00],39552.1,8498.8,700.7,46.51
[27/01/2025 17:00],44589.4,2612.3,3803.4,88.42
[27/01/2025 18:00],43167.3,8226.9,2713.2,74.91
[27/01/2025 19:00],30794.1,9048.8,6996.5,103.55
[27/01/2025 20:00],33766.7,7565.5,7725.4,61.72
[27/01/2025 21:00],31884.8,2782.9,7385.9,66.42
[27/01/2025 22:00],36570.5,8424.0,4824.9,48.27
[27/01/2025 23:00],33965.8,7389.4,5670.3,67.65
[28/01/2025 00:00],45430.4,2647.1,6537.0,75.72
[28/01/2025 01:00],30847.7,4393.6,1055.9,35.56
[28/01/2025 02:00],48537.9,4160.6,5023.9,101.97
[28/01/2025 03:00],30121.4,4577.7,3950.1,101.9
[28/01/2025 04:00],44646.2,3371.1,5995.4,43.82
[28/01/2025 05:00],36995.7,4723.3,7589.0,86.99
[28/01/2025 06:00],31127.1,8669.0,1964.9,61.43
[28/01/2025 07:00],47111.9,5466.4,7635.4,59.03
[28/01/2025 08:00],41663.5,7797.1,737.0,89.07
[28/01/2025 09:00],32252.9,8722.7,3843.3,65.81
[28/01/2025 10:00],49065.8,7466.1,810.6,109.57
[28/01/2025 11:00],45335.7,5530.0,6534.3,76.69
[28/01/2025 12:00],41382.1,6419.3,6426.8,77.05
[28/01/2025 13:00],44687.4,9105.9,2050.9,84.31
[28/01/2025 14:00],32024.1,6615.9,6952.1,53.12
[28/01/2025 15:00],34139.1,9268.3,4950.5,39.26
[28/01/2025 16:00],36809.3,4952.8,1687.9,87.68
[28/01/2025 17:00],37765.3,6608.1,3289.9,99.56
[28/01/2025 18:00],33123.3,6554.2,3190.5,97.78
[28/01/2025 19:00],36028.2,6382.4,7497.4,72.02
[28/01/2025 20:00],33464.4,9183.0,1122.6,83.58
[28/01/2025 21:00],33079.4,4608.9,7601.8,69.48
[28/01/2025 22:00],32327.2,5054.8,4471.4,60.54
[28/01/2025 23:00],46669.9,8471.8,2842.3,75.48
[29/01/2025 00:00],33971.1,2077.1,6167.0,56.7
[29/01/2025 01:00],31564.3,6988.5,5427.2,52.0
[29/01/2025 02:00],31623.9,2389.5,6419.2,80.51
[29/01/2025 03:00],47725.8,5464.5,6092.3,39.85
[29/01/2025 04:00],38567.1,3056.7,1238.6,108.21
[29/01/2025 05:00],31093.2,2819.6,1933.0,99.54
[29/01/2025 06:00],36271.3,3330.3,3337.3,76.19
[29/01/2025 07:00],37879.6,7669.2,1433.0,67.21
[29/01/2025 08:00],31342.7,4532.0,750.5,39.87
[29/01/2025 09:00],39976.1,7511.9,5506.3,95.57
[29/01/2025 10:00],46015.2,2648.8,2352.5,53.36
[29/01/2025 11:00],41145.1,5322.4,4232.6,48.15
[29/01/2025 12:00],33112.5,6199.1,7935.9,38.73
[29/01/2025 13:00],37150.3,8942.0,6542.2,109.44
[29/01/2025 14:00],38120.2,9084.0,5148.1,59.7
[29/01/2025 15:00],43603.2,9166.8,2848.0,67.82
[29/01/2025 16:00],39298.3,6702.4,1697.4,98.08
[29/01/2025 17:00],47933.9,7279.3,7530.1,94.58
[29/01/2025 18:00],37076.2,7688.7,1960.2,69.15
[29/01/2025 19:00],38191.4,6289.8,7666.5,37.41
[29/01/2025 20:00],32324.9,5673.8,5080.5,107.9
[29/01/2025 21:00],38754.4,5685.1,7124.0,109.83
[29/01/2025 22:00],40650.6,9418.3,6072.1,80.19
[29/01/2025 23:00],42621.2,7626.9,4859.4,96.37
[30/01/2025 00:00],49249.2,8760.9,3970.5,57.19
[30/01/2025 01:00],38336.5,9162.6,2121.0,61.87
[30/01/2025 02:00],46090.7,3861.0,4614.4,105.57
[30/01/2025 03:00],49986.4,7630.7,1592.7,72.72
[30/01/2025 04:00],30584.8,3375.8,1097.4,100.79
[30/01/2025 05:00],47137.2,7858.6,4127.1,55.81
[30/01/2025 06:00],39270.2,3645.0,1656.6,53.33
[30/01/2025 07:00],40455.0,9629.0,2725.0,78.4
[30/01/2025 08:00],41552.9,6725.6,3869.4,50.13
[30/01/2025 09:00],48321.5,2837.2,5205.4,106.52
[30/01/2025 10:00],36550.7,2548.4,7356.5,38.66
[30/01/2025 11:00],45419.8,2861.9,4009.1,57.28
[30/01/2025 12:00],44987.0,2951.9,2231.4,80.43
[30/01/2025 13:00],43378.6,8088.9,7638.3,82.16
[30/01/2025 14:00],47717.6,2758.6,6589.3,106.48
[30/01/2025 15:00],37529.8,9575.3,7258.2,47.29
[30/01/2025 16:00],37776.3,5161.7,1854.0,84.22
[30/01/2025 17:00],41110.7,4510.3,7355.1,37.57
[30/01/2025 18:00],33651.5,5615.2,5381.3,57.49
[30/01/2025 19:00],40496.2,8022.1,6862.9,84.23
[30/01/2025 20:00],33876.5,9525.6,6941.3,104.35
[30/01/2025 21:00],48758.6,3145.2,6380.8,58.85
[30/01/2025 22:00],47947.5,3585.2,2439.5,102.31
[30/01/2025 23:00],37537.7,2051.5,2267.0,101.55
[31/01/2025 00:00],31109.9,7079.8,2636.0,106.31
[31/01/2025 01:00],43731.5,5104.2,3594.4,101.82
[31/01/2025 02:00],43452.8,3863.0,5910.7,96.02
[31/01/2025 03:00],36919.2,3705.2,7624.5,57.09
[31/01/2025 04:00],40484.6,5513.5,5351.1,83.26
[31/01/2025 05:00],38808.0,7357.8,2854.7,107.83
[31/01/2025 06:00],37201.7,9207.4,6606.1,68.68
[31/01/2025 07:00],41834.6,9331.9,7525.2,107.63
[31/01/2025 08:00],41507.9,9194.5,3097.3,82.93
[31/01/2025 09:00],30809.4,4481.6,4112.2,108.64
[31/01/2025 10:00],47719.1,7837.8,5787.3,58.72
[31/01/2025 11:00],45469.3,6606.8,6553.1,38.11
[31/01/2025 12:00],42268.9,9908.7,2207.0,69.62
[31/01/2025 13:00],46312.8,8902.4,640.1,90.86
[31/01/2025 14:00],30299.5,2337.8,6131.3,40.73
[31/01/2025 15:00],49015.9,6934.3,4038.5,99.8
[31/01/2025 16:00],35876.5,6516.7,7304.2,99.75
[31/01/2025 17:00],44601.4,3882.3,1682.8,87.58
[31/01/2025 18:00],36624.1,5521.8,7825.8,96.36
[31/01/2025 19:00],45580.3,4893.7,2241.7,89.41
[31/01/2025 20:00],39056.9,5796.1,5233.8,92.79
[31/01/2025 21:00],44964.8,7419.7,6747.2,76.78
[31/01/2025 22:00],36501.2,3474.9,3798.0,104.18
[31/01/2025 23:00],46485.2,6851.1,6819.9,99.14
[01/02/2025 00:00],31537.6,9675.3,7693.4,101.97
[01/02/2025 01:00],32832.6,5320.1,6813.9,77.74
[01/02/2025 02:00],33123.4,7282.2,4316.9,72.73
[01/02/2025 03:00],31851.1,8682.7,7397.6,85.94
[01/02/2025 04:00],44890.2,8936.8,7177.3,86.13
[01/02/2025 05:00],32198.8,8211.3,1101.8,75.59
[01/02/2025 06:00],36341.1,9529.2,2227.5,99.61
[01/02/2025 07:00],43218.4,5469.1,6040.8,80.64
[01/02/2025 08:00],49834.3,3924.0,5061.7,96.7
[01/02/2025 09:00],40357.8,5627.8,5396.0,106.9
[01/02/2025 10:00],47785.2,7488.5,1082.9,61.1
[01/02/2025 11:00],46665.8,8545.6,6600.6,85.17
[01/02/2025 12:00],38082.5,4740.0,7346.8,104.35
[01/02/2025 13:00],31344.9,9248.8,2813.5,44.32
[01/02/2025 14:00],40680.2,4262.9,4327.0,58.02
[01/02/2025 15:00],45738.5,6331.4,3411.8,51.94
[01/02/2025 16:00],35309.0,5319.5,7787.9,57.55
[01/02/2025 17:00],45742.1,4862.6,3544.5,104.29
[01/02/2025 18:00],42786.2,4124.4,6907.2,59.85
[01/02/2025 19:00],35796.1,5094.8,2802.9,98.2
[01/02/2025 20:00],39905.7,6097.7,2506.0,75.58
[01/02/2025 21:00],41245.2,8450.6,6939.6,35.69
[01/02/2025 22:00],34728.0,2011.5,2735.2,88.66
[01/02/2025 23:00],35182.9,9770.2,3528.5,61.15
[02/02/2025 00:00],44566.9,2078.6,4878.9,35.61
[02/02/2025 01:00],39111.2,2157.2,4499.6,104.49
[02/02/2025 02:00],43044.6,9323.7,537.4,100.35
[02/02/2025 03:00],34093.2,6132.3,5466.3,62.2
[02/02/2025 04:00],39680.4,4194.7,7801.0,100.8
[02/02/2025 05:00],36394.5,6851.1,6540.6,37.99
[02/02/2025 06:00],45603.7,6640.8,7613.0,56.06
[02/02/2025 07:00],49178.3,9301.5,6093.0,95.16
[02/02/2025 08:00],48398.6,5929.7,5278.7,57.9
[02/02/2025 09:00],36127.7,9611.5,1103.7,88.11
[02/02/2025 10:00],36841.1,6097.8,7511.8,36.01
[02/02/2025 11:00],42977.4,4497.5,1601.6,53.18
[02/02/2025 12:00],42361.2,5786.0,3911.0,95.8
[02/02/2025 13:00],35034.8,2522.0,6751.9,57.53
[02/02/2025 14:00],41051.1,6491.4,2807.9,68.37
[02/02/2025 15:00],34136.4,4247.5,4406.5,35.92
[02/02/2025 16:00],42427.8,2626.5,1045.4,78.18
[02/02/2025 17:00],38934.2,4713.9,2649.7,61.8
[02/02/2025 18:00],49266.1,8069.5,4818.6,66.05
[02/02/2025 19:00],48835.6,7187.9,5337.3,49.45
[02/02/2025 20:00],48104.3,8000.3,6780.8,64.6
[02/02/2025 21:00],34852.7,3649.2,5536.9,65.5
[02/02/2025 22:00],48270.8,8333.7,6992.2,45.29
[02/02/2025 23:00],49602.4,2138.5,4076.8,109.64
[03/02/2025 00:00],41005.1,4690.5,5751.1,77.49
[03/02/2025 01:00],41656.2,9121.4,7475.0,83.61
[03/02/2025 02:00],38942.3,9611.3,7303.8,81.39
[03/02/2025 03:00],47979.9,9567.9,4648.4,75.79
[03/02/2025 04:00],48677.3,8733.7,5341.3,75.8
[03/02/2025 05:00],42842.5,6544.9,7810.2,88.25
[03/02/2025 06:00],45281.9,3108.2,7432.2,108.26
[03/02/2025 07:00],49759.2,6003.1,6645.8,108.31
[03/02/2025 08:00],40965.6,4047.9,7370.5,60.74
[03/02/2025 09:00],37132.0,8016.5,2243.6,38.89
[03/02/2025 10:00],36781.8,8956.4,4027.5,69.16
[03/02/2025 11:00],43622.8,8592.6,5048.9,55.1
[03/02/2025 12:00],38044.9,2572.8,4418.0,42.87
[03/02/2025 13:00],36384.7,6133.9,3903.9,55.64
[03/02/2025 14:00],46750.8,6316.9,7693.1,45.24
[03/02/2025 15:00],38907.6,2656.0,601.6,97.63
[03/02/2025 16:00],37370.9,4449.8,6362.4,77.67
[03/02/2025 17:00],38280.4,2931.6,6919.9,98.17
[03/02/2025 18:00],34935.2,4767.0,4884.6,60.84
[03/02/2025 19:00],38421.7,7939.0,5262.4,97.28
[03/02/2025 20:00],30139.7,4979.1,4630.0,50.76
[03/02/2025 21:00],43115.7,7157.7,2626.9,71.17
[03/02/2025 22:00],34311.3,8125.6,6932.8,71.81
[03/02/2025 23:00],40551.4,9663.7,7304.8,108.34
[04/02/2025 00:00],47879.2,3473.1,4876.4,103.03
[04/02/2025 01:00],37762.6,6320.5,4535.5,54.52
[04/02/2025 02:00],46422.2,3607.7,1248.3,57.15
[04/02/2025 03:00],44440.9,8591.6,7015.8,97.95
[04/02/2025 04:00],31779.4,4026.7,792.8,41.88
[04/02/2025 05:00],37172.8,3908.0,4688.4,39.11
[04/02/2025 06:00],34765.3,8664.9,5602.2,99.81
[04/02/2025 07:00],39433.9,9866.2,1479.6,88.5
[04/02/2025 08:00],30392.8,5330.1,6899.8,97.34
[04/02/2025 09:00],40308.7,4017.3,4493.4,107.66
[04/02/2025 10:00],44523.6,6291.6,2348.8,46.7
[04/02/2025 11:00],45675.5,9578.8,2086.0,67.95
[04/02/2025 12:00],47583.9,7916.7,2060.3,101.53
[04/02/2025 13:00],38515.5,6468.0,6242.3,78.67
[04/02/2025 14:00],43912.1,5865.3,2041.6,82.92
[04/02/2025 15:00],43043.1,7347.6,1867.6,98.0
[04/02/2025 16:00],35591.7,9477.4,923.1,88.68
[04/02/2025 17:00],39346.0,2896.1,7235.3,79.12
[04/02/2025 18:00],42214.6,2086.8,7111.5,90.99
[04/02/2025 19:00],38766.4,8399.4,735.8,67.11
[04/02/2025 20:00],34884.7,5288.4,7690.2,109.33
[04/02/2025 21:00],47299.8,3791.6,7565.0,90.85
[04/02/2025 22:00],48254.8,3878.6,3464.4,47.16
[04/02/2025 23:00],41698.0,4855.2,3241.4,65.76
[05/02/2025 00:00],31924.9,2668.4,5962.6,53.0
[05/02/2025 01:00],47973.7,7121.9,7772.6,40.56
[05/02/2025 02:00],48018.0,2209.4,7142.0,68.56
[05/02/2025 03:00],31853.8,2919.3,1137.1,74.16
[05/02/2025 04:00],42607.1,6677.5,4116.6,58.27
[05/02/2025 05:00],46871.3,3742.0,7999.9,48.38
[05/02/2025 06:00],45102.0,2234.0,2011.1,53.74
[05/02/2025 07:00],46054.8,6435.3,6485.4,36.45
[05/02/2025 08:00],39556.0,5765.5,7674.5,106.26
[05/02/2025 09:00],41131.2,6351.0,4143.6,88.54
[05/02/2025 10:00],45750.6,5000.6,4493.2,85.45
[05/02/2025 11:00],39533.3,2900.5,4108.4,60.18
[05/02/2025 12:00],36371.9,6767.7,3825.0,90.6
[05/02/2025 13:00],31329.2,2165.5,4635.8,86.98
[05/02/2025 14:00],36178.2,4625.1,2313.7,50.07
[05/02/2025 15:00],36667.5,4450.3,694.7,104.5
[05/02/2025 16:00],46594.3,7466.8,1536.6,66.56
[05/02/2025 17:00],33743.6,4630.3,1012.0,76.36
[05/02/2025 18:00],30602.1,2792.5,1088.1,58.2
[05/02/2025 19:00],35037.0,6725.9,7416.8,109.78
[05/02/2025 20:00],39695.4,9537.7,5290.8,35.57
[05/02/2025 21:00],45270.0,3445.2,741.4,71.96
[05/02/2025 22:00],41565.2,2964.0,5829.8,79.43
[05/02/2025 23:00],38590.0,9208.7,1743.0,48.53
[06/02/2025 00:00],47023.6,8561.5,608.0,38.45
[06/02/2025 01:00],49522.4,3115.1,2630.4,77.77
[06/02/2025 02:00],31330.0,7864.3,2668.9,108.57
[06/02/2025 03:00],40984.1,2134.9,1989.6,46.12
[06/02/2025 04:00],45479.8,6080.6,5726.4,35.52
[06/02/2025 05:00],34041.4,2275.1,4685.1,94.05
[06/02/2025 06:00],31996.2,5088.6,7803.1,66.0
[06/02/2025 07:00],33164.1,7166.2,632.5,49.08
[06/02/2025 08:00],39625.4,7834.7,2295.1,69.81
[06/02/2025 09:00],33655.6,7452.6,5788.9,36.29
[06/02/2025 10:00],38845.0,9229.7,3370.8,84.41
[06/02/2025 11:00],34437.9,6946.4,4164.1,96.54
[06/02/2025 12:00],44091.1,3304.5,2848.5,102.92
[06/02/2025 13:00],33616.2,2168.2,5852.0,67.33
[06/02/2025 14:00],36070.5,2019.2,6027.3,73.24
[06/02/2025 15:00],31513.7,4335.2,1784.6,69.36
[06/02/2025 16:00],33456.5,4398.2,621.0,92.83
[06/02/2025 17:00],33316.4,7102.1,1613.0,82.93
[06/02/2025 18:00],43730.3,3386.6,7789.7,99.0
[06/02/2025 19:00],35439.3,6228.7,5126.2,105.63
[06/02/2025 20:00],47378.6,3660.7,6071.3,107.74
[06/02/2025 21:00],49474.1,5692.0,3615.1,48.75
[06/02/2025 22:00],35539.5,7709.1,4849.0,98.98
[06/02/2025 23:00],34793.2,6452.4,6424.9,45.37
[07/02/2025 00:00],42734.0,9575.0,7824.8,72.1
[07/02/2025 01:00],43468.0,5711.8,2924.1,52.99
[07/02/2025 02:00],36763.9,7641.4,4750.7,38.29
[07/02/2025 03:00],44641.1,4386.0,2331.5,103.91
[07/02/2025 04:00],49639.4,6373.4,6279.6,45.07
[07/02/2025 05:00],35415.2,6617.3,2619.7,78.78
[07/02/2025 06:00],41425.8,8816.9,6568.5,88.14
[07/02/2025 07:00],40920.0,5408.6,3099.2,73.1
[07/02/2025 08:00],48643.7,8429.3,2414.8,73.71
[07/02/2025 09:00],31742.0,6326.7,3644.3,74.02
[07/02/2025 10:00],44223.3,9703.0,5355.2,60.17
[07/02/2025 11:00],45703.5,5836.2,7339.3,68.33
[07/02/2025 12:00],34337.1,9899.7,922.8,74.71
