Date_WET,price_first_auction,price_second_auction,traded_volume_mwh,price_forecast
[21/01/2025 00:00],73.16,66.14,5211.6,51.35
[21/01/2025 01:00],75.88,79.25,4478.3,94.87
[21/01/2025 02:00],81.77,78.11,5084.0,93.61
[21/01/2025 03:00],64.77,48.79,5738.9,63.74
[21/01/2025 04:00],57.95,87.4,3645.6,75.13
[21/01/2025 05:00],80.34,53.13,2565.0,55.08
[21/01/2025 06:00],75.15,95.16,4649.1,52.34
[21/01/2025 07:00],74.44,79.61,4157.0,43.48
[21/01/2025 08:00],81.86,88.79,2100.5,67.57
[21/01/2025 09:00],42.2,60.35,2134.4,49.85
[21/01/2025 10:00],60.36,55.2,5487.1,44.72
[21/01/2025 11:00],62.7,47.71,5533.3,42.88
[21/01/2025 12:00],83.56,69.43,3086.7,66.95
[21/01/2025 13:00],75.79,61.96,3669.9,56.87
[21/01/2025 14:00],41.33,68.25,3788.4,84.0
[21/01/2025 15:00],63.73,71.94,2672.3,48.81
[21/01/2025 16:00],46.93,99.99,2250.6,42.43
[21/01/2025 17:00],67.08,48.72,4188.2,42.68
[21/01/2025 18:00],40.33,89.62,2006.4,61.6
[21/01/2025 19:00],44.16,68.44,2222.4,75.43
[21/01/2025 20:00],75.32,89.72,5745.1,80.26
[21/01/2025 21:00],83.64,48.64,4363.0,69.84
[21/01/2025 22:00],83.45,64.66,2417.8,74.94
[21/01/2025 23:00],66.34,46.03,4178.7,41.52
[22/01/2025 00:00],62.54,83.66,2102.6,47.44
[22/01/2025 01:00],42.15,59.87,3954.1,56.22
[22/01/2025 02:00],52.34,67.08,5881.2,68.12
[22/01/2025 03:00],81.84,62.17,3123.5,89.52
[22/01/2025 04:00],51.28,86.4,2775.3,75.16
[22/01/2025 05:00],54.6,76.32,2360.4,66.74
[22/01/2025 06:00],93.47,64.17,3938.9,57.76
[22/01/2025 07:00],80.24,76.69,2355.8,80.98
[22/01/2025 08:00],52.76,55.38,3429.8,68.38
[22/01/2025 09:00],60.98,51.93,3694.6,84.21
[22/01/2025 10:00],81.83,49.76,2186.7,76.57
[22/01/2025 11:00],77.56,78.56,5997.1,85.88
[22/01/2025 12:00],46.88,61.77,3665.5,57.01
[22/01/2025 13:00],66.56,61.01,2500.0,68.62
[22/01/2025 14:00],76.63,45.97,2267.7,70.7
[22/01/2025 15:00],89.09,61.94,4362.8,50.38
[22/01/2025 16:00],51.98,66.61,5736.7,62.54
[22/01/2025 17:00],88.5,71.62,3331.9,46.35
[22/01/2025 18:00],63.3,90.33,3571.0,86.72
[22/01/2025 19:00],55.91,91.76,2235.3,65.24
[22/01/2025 20:00],52.01,76.74,2624.5,93.82
[22/01/2025 21:00],69.85,76.91,5181.6,75.84
[22/01/2025 22:00],76.78,95.17,5719.1,44.27
[22/01/2025 23:00],57.69,90.03,3496.1,72.14
[23/01/2025 00:00],77.76,81.44,3454.7,89.66
[23/01/2025 01:00],89.94,71.84,2425.2,52.37
[23/01/2025 02:00],91.08,45.68,2109.3,75.59
[23/01/2025 03:00],52.31,59.79,5280.1,91.73
[23/01/2025 04:00],50.2,82.02,5725.5,82.86
[23/01/2025 05:00],86.43,58.08,5204.5,80.69
[23/01/2025 06:00],87.94,51.82,4816.2,91.87
[23/01/2025 07:00],67.05,69.21,4816.8,45.8
[23/01/2025 08:00],75.24,50.38,2250.1,57.69
[23/01/2025 09:00],43.74,89.04,5249.9,64.04
[23/01/2025 10:00],88.51,75.61,2242.8,50.48
[23/01/2025 11:00],74.59,72.02,2835.6,86.25
[23/01/2025 12:00],50.94,45.54,3153.8,76.53
[23/01/2025 13:00],73.93,95.24,5362.4,79.98
[23/01/2025 14:00],66.65,64.82,4821.8,70.87
[23/01/2025 15:00],86.42,73.47,4781.6,62.63
[23/01/2025 16:00],42.88,64.39,2339.5,81.1
[23/01/2025 17:00],60.35,65.22,3259.7,54.59
[23/01/2025 18:00],53.37,49.06,5793.1,86.58
[23/01/2025 19:00],62.32,63.85,4531.6,84.97
[23/01/2025 20:00],49.88,70.64,4608.5,54.77
[23/01/2025 21:00],43.48,63.22,3868.0,63.75
[23/01/2025 22:00],41.68,79.35,4566.7,66.01
[23/01/2025 23:00],58.7,74.58,3564.2,88.86
[24/01/2025 00:00],83.07,46.86,5538.7,42.52
[24/01/2025 01:00],47.67,68.83,2987.0,86.67
[24/01/2025 02:00],93.02,91.4,5266.6,50.73
[24/01/2025 03:00],66.96,86.52,5062.1,51.72
[24/01/2025 04:00],58.56,99.7,5543.5,91.25
[24/01/2025 05:00],81.49,47.41,5431.0,43.08
[24/01/2025 06:00],67.27,52.88,2346.9,82.3
[24/01/2025 07:00],61.58,83.22,2782.2,87.69
[24/01/2025 08:00],77.21,94.2,2320.8,56.75
[24/01/2025 09:00],91.65,45.69,5925.9,78.03
[24/01/2025 10:00],67.74,50.66,5496.0,57.26
[24/01/2025 11:00],63.53,68.82,3457.8,58.89
[24/01/2025 12:00],93.9,51.88,2289.7,77.69
[24/01/2025 13:00],58.85,71.25,5151.0,53.64
[24/01/2025 14:00],86.79,85.0,5322.3,40.75
[24/01/2025 15:00],93.48,54.23,3227.6,48.97
[24/01/2025 16:00],90.68,87.3,4850.5,82.7
[24/01/2025 17:00],47.54,80.18,4226.3,86.3
[24/01/2025 18:00],65.77,76.9,2705.0,90.49
[24/01/2025 19:00],76.04,69.66,4763.4,84.67
[24/01/2025 20:00],54.78,88.67,4248.9,87.01
[24/01/2025 21:00],83.81,74.03,2669.9,83.87
[24/01/2025 22:00],63.4,74.0,3538.5,58.24
[24/01/2025 23:00],93.14,86.26,3882.1,70.55
[25/01/2025 00:00],87.57,97.98,3611.0,61.41
[25/01/2025 01:00],73.77,93.4,4497.2,48.03
[25/01/2025 02:00],57.65,65.21,3405.5,48.98
[25/01/2025 03:00],88.15,94.97,2455.7,82.72
[25/01/2025 04:00],44.92,96.64,4397.7,75.13
[25/01/2025 05:00],58.55,89.54,5444.0,82.48
[25/01/2025 06:00],91.19,93.07,4546.2,67.77
[25/01/2025 07:00],57.15,65.05,4417.8,72.95
[25/01/2025 08:00],57.02,74.74,5583.4,57.51
[25/01/2025 09:00],46.06,87.74,4554.7,67.78
[25/01/2025 10:00],70.04,48.89,5939.3,48.2
[25/01/2025 11:00],42.04,65.29,3889.9,88.21
[25/01/2025 12:00],80.67,84.47,4578.4,57.31
[25/01/2025 13:00],94.69,91.84,4084.2,55.98
[25/01/2025 14:00],94.49,65.28,5213.7,70.65
[25/01/2025 15:00],73.41,74.02,3272.8,51.8
[25/01/2025 16:00],41.84,94.99,5309.6,84.47
[25/01/2025 17:00],85.92,49.8,2662.0,73.25
[25/01/2025 18:00],53.63,50.61,3555.6,78.61
[25/01/2025 19:00],94.88,78.76,4204.9,43.93
[25/01/2025 20:00],74.29,98.18,4739.9,91.97
[25/01/2025 21:00],56.81,46.78,2122.8,87.93
[25/01/2025 22:00],53.23,66.02,4948.4,80.97
[25/01/2025 23:00],80.7,46.59,5399.5,46.73
[26/01/2025 00:00],87.74,58.19,4952.7,60.52
[26/01/2025 01:00],84.19,82.26,4079.1,69.13
[26/01/2025 02:00],87.71,77.96,5575.8,54.02
[26/01/2025 03:00],85.84,99.61,2248.5,40.18
[26/01/2025 04:00],90.23,88.95,2092.1,79.35
[26/01/2025 05:00],88.76,76.69,3228.8,91.23
[26/01/2025 06:00],67.78,56.79,3523.2,57.62
[26/01/2025 07:00],82.55,67.47,2558.5,63.25
[26/01/2025 08:00],61.91,50.75,3396.9,49.44
[26/01/2025 09:00],47.63,70.93,4044.1,69.9
[26/01/2025 10:00],69.42,68.46,5561.8,79.09
[26/01/2025 11:00],58.27,81.2,3782.0,73.37
[26/01/2025 12:00],58.2,77.73,4485.3,43.32
[26/01/2025 13:00],76.74,53.18,4520.6,54.4
[26/01/2025 14:00],68.65,52.86,2570.7,62.95
[26/01/2025 15:00],55.66,54.71,3990.6,58.75
[26/01/2025 16:00],58.32,64.35,3512.0,77.85
[26/01/2025 17:00],79.22,69.35,2356.6,58.6
[26/01/2025 18:00],45.75,69.31,3705.6,86.6
[26/01/2025 19:00],48.86,94.77,5545.5,90.39
[26/01/2025 20:00],50.24,47.52,2457.8,57.07
[26/01/2025 21:00],91.4,61.19,5481.1,50.11
[26/01/2025 22:00],56.47,85.2,2392.5,78.91
[26/01/2025 23:00],71.81,93.61,2399.3,94.68
[27/01/2025 00:00],41.65,71.64,5237.8,75.81
[27/01/2025 01:00],89.1,84.63,4591.3,65.56
[27/01/2025 02:00],75.9,72.52,5461.0,70.95
[27/01/2025 03:00],62.54,87.38,5812.4,61.95
[27/01/2025 04:00],84.46,60.66,2413.7,94.68
[27/01/2025 05:00],40.21,70.7,4682.8,87.8
[27/01/2025 06:00],51.93,67.81,3250.6,51.74
[27/01/2025 07:00],86.18,59.73,4831.8,72.54
[27/01/2025 08:00],59.05,48.24,5259.1,45.68
[27/01/2025 09:00],54.6,74.07,5790.6,45.23
[27/01/2025 10:00],68.64,81.02,5864.2,90.7
[27/01/2025 11:00],74.73,95.1,5533.3,46.73
[27/01/2025 12:00],50.86,66.98,5547.1,68.93
[27/01/2025 13:00],87.53,78.47,5261.1,63.35
[27/01/2025 14:00],62.56,67.47,4370.1,76.1
[27/01/2025 15:00],40.91,58.51,5851.1,58.39
[27/01/2025 16:00],52.19,71.09,5813.6,87.82
[27/01/2025 17:00],84.47,60.03,4226.0,63.46
[27/01/2025 18:00],60.15,87.09,3184.6,80.37
[27/01/2025 19:00],80.06,54.01,2200.3,41.49
[27/01/2025 20:00],94.19,93.15,3826.8,57.3
[27/01/2025 21:00],42.16,51.48,5534.9,48.61
[27/01/2025 22:00],46.87,71.81,3896.4,53.82
[27/01/2025 23:00],89.02,77.69,3727.6,73.59
[28/01/2025 00:00],82.43,93.41,5518.5,59.63
[28/01/2025 01:00],64.37,76.37,3126.4,66.06
[28/01/2025 02:00],73.82,62.24,4883.3,58.52
[28/01/2025 03:00],42.68,68.75,5655.7,51.87
[28/01/2025 04:00],69.31,75.18,2624.6,68.9
[28/01/2025 05:00],84.79,66.18,2262.1,83.79
[28/01/2025 06:00],79.35,87.51,2789.2,92.93
[28/01/2025 07:00],47.0,66.43,2587.4,93.29
[28/01/2025 08:00],75.17,67.98,5741.2,78.07
[28/01/2025 09:00],50.2,77.52,2716.7,71.31
[28/01/2025 10:00],91.07,49.61,3083.4,87.98
[28/01/2025 11:00],60.49,98.67,4015.0,77.4
[28/01/2025 12:00],73.7,60.92,4210.0,43.64
[28/01/2025 13:00],77.62,90.09,2401.9,87.24
[28/01/2025 14:00],81.84,52.53,5593.5,64.99
[28/01/2025 15:00],75.92,78.79,2965.1,90.62
[28/01/2025 16:00],76.25,74.04,5231.8,81.26
[28/01/2025 17:00],63.43,45.64,4126.0,80.4
[28/01/2025 18:00],73.43,60.84,5694.4,44.24
[28/01/2025 19:00],57.18,67.49,4904.8,63.64
[28/01/2025 20:00],92.9,72.83,3054.6,92.11
[28/01/2025 21:00],86.28,85.37,3995.0,64.03
[28/01/2025 22:00],61.86,83.49,5938.5,68.96
[28/01/2025 23:00],74.3,98.64,5499.1,93.74
[29/01/2025 00:00],62.6,98.7,5488.8,74.32
[29/01/2025 01:00],83.9,86.27,2755.9,78.16
[29/01/2025 02:00],59.14,96.54,2287.7,47.65
[29/01/2025 03:00],78.95,80.32,4213.1,86.45
[29/01/2025 04:00],76.08,98.33,2602.7,56.42
[29/01/2025 05:00],84.03,48.46,2250.5,69.21
[29/01/2025 06:00],57.59,92.04,3979.8,45.83
[29/01/2025 07:00],79.59,58.58,4335.6,68.17
[29/01/2025 08:00],74.59,68.83,2023.5,88.2
[29/01/2025 09:00],59.04,47.98,5651.1,55.15
[29/01/2025 10:00],50.52,68.81,5245.7,46.06
[29/01/2025 11:00],60.9,82.93,2134.2,42.86
[29/01/2025 12:00],68.76,89.89,2301.8,43.51
[29/01/2025 13:00],42.58,61.03,4887.7,55.98
[29/01/2025 14:00],64.14,87.23,3529.6,80.12
[29/01/2025 15:00],48.9,77.28,5615.7,46.4
[29/01/2025 16:00],50.96,66.67,2482.9,90.35
[29/01/2025 17:00],85.99,67.12,4160.9,89.71
[29/01/2025 18:00],46.77,59.99,3979.5,68.92
[29/01/2025 19:00],64.95,98.18,2681.4,87.61
[29/01/2025 20:00],43.99,65.87,2675.9,74.42
[29/01/2025 21:00],56.26,61.78,2470.0,89.26
[29/01/2025 22:00],65.16,98.3,5929.8,64.68
[29/01/2025 23:00],74.64,88.7,2370.0,94.24
[30/01/2025 00:00],94.16,98.06,3697.0,44.79
[30/01/2025 01:00],56.87,50.06,3250.5,41.19
[30/01/2025 02:00],47.49,83.62,5369.8,64.87
[30/01/2025 03:00],58.26,57.56,4498.7,68.27
[30/01/2025 04:00],48.63,98.29,4059.1,82.43
[30/01/2025 05:00],65.03,46.01,4726.9,60.34
[30/01/2025 06:00],58.42,98.04,2777.4,46.75
[30/01/2025 07:00],75.02,48.71,5370.8,68.64
[30/01/2025 08:00],86.5,48.56,3791.5,73.3
[30/01/2025 09:00],57.45,79.67,3807.2,60.83
[30/01/2025 10:00],53.97,88.4,3348.0,83.16
[30/01/2025 11:00],41.43,71.89,3140.9,45.66
[30/01/2025 12:00],68.96,58.58,5952.4,53.22
[30/01/2025 13:00],87.73,79.35,4394.3,51.68
[30/01/2025 14:00],64.67,70.86,2856.1,70.16
[30/01/2025 15:00],58.85,45.62,4630.7,83.28
[30/01/2025 16:00],93.77,69.93,5937.6,92.85
[30/01/2025 17:00],54.54,90.18,4280.6,64.78
[30/01/2025 18:00],57.15,47.67,3235.4,93.41
[30/01/2025 19:00],57.36,98.21,4947.4,83.03
[30/01/2025 20:00],75.23,52.49,2329.0,81.26
[30/01/2025 21:00],46.77,94.7,5103.7,73.62
[30/01/2025 22:00],74.54,85.63,5246.1,80.15
[30/01/2025 23:00],71.4,73.0,2639.1,60.62
[31/01/2025 00:00],62.77,58.16,3922.4,49.2
[31/01/2025 01:00],71.02,85.3,5304.2,64.67
[31/01/2025 02:00],60.18,99.29,4504.4,53.68
[31/01/2025 03:00],60.83,93.52,2991.0,61.48
[31/01/2025 04:00],84.43,68.68,3370.2,92.32
[31/01/2025 05:00],47.87,58.79,5587.9,58.04
[31/01/2025 06:00],62.33,74.11,4601.6,45.93
[31/01/2025 07:00],81.56,84.28,4391.7,52.05
[31/01/2025 08:00],50.57,46.44,4980.3,78.16
[31/01/2025 09:00],70.54,75.15,4187.5,87.07
[31/01/2025 10:00],52.14,52.63,4265.6,52.38
[31/01/2025 11:00],76.16,61.47,4846.1,41.37
[31/01/2025 12:00],88.33,65.78,3446.3,56.66
[31/01/2025 13:00],47.79,48.66,4396.0,52.48
[31/01/2025 14:00],68.18,65.97,5064.3,74.66
[31/01/2025 15:00],65.62,66.54,3102.5,79.34
[31/01/2025 16:00],51.93,75.97,5607.8,45.42
[31/01/2025 17:00],62.2,78.72,3648.9,94.81
[31/01/2025 18:00],62.54,81.73,5882.7,63.52
[31/01/2025 19:00],91.81,81.1,3712.4,50.04
[31/01/2025 20:00],68.87,73.43,4107.5,89.34
[31/01/2025 21:00],93.0,75.22,4948.7,57.55
[31/01/2025 22:00],78.17,66.31,2311.6,64.4
[31/01/2025 23:00],59.39,73.63,2094.7,62.45
[01/02/2025 00:00],55.66,80.25,3100.6,52.85
[01/02/2025 01:00],74.31,92.63,5847.9,47.9
[01/02/2025 02:00],72.21,51.42,2158.3,80.64
[01/02/2025 03:00],77.55,78.68,5691.8,80.37
[01/02/2025 04:00],91.43,84.15,5832.0,60.43
[01/02/2025 05:00],60.48,95.32,2303.3,46.82
[01/02/2025 06:00],54.48,45.14,3920.9,93.22
[01/02/2025 07:00],54.47,66.17,4817.1,82.78
[01/02/2025 08:00],87.08,91.79,5903.1,71.7
[01/02/2025 09:00],49.45,76.1,3301.6,79.78
[01/02/2025 10:00],68.27,86.43,4998.9,62.85
[01/02/2025 11:00],53.53,50.95,3731.3,60.83
[01/02/2025 12:00],84.24,81.88,2416.4,72.09
[01/02/2025 13:00],69.83,80.26,3962.9,43.33
[01/02/2025 14:00],85.57,81.38,3185.0,91.53
[01/02/2025 15:00],94.22,53.81,5384.6,68.17
[01/02/2025 16:00],42.93,61.24,2662.4,58.97
[01/02/2025 17:00],67.77,71.9,3547.0,45.63
[01/02/2025 18:00],64.89,83.07,4533.1,62.18
[01/02/2025 19:00],81.41,67.65,3109.4,86.34
[01/02/2025 20:00],82.88,93.61,3089.2,43.57
[01/02/2025 21:00],89.52,61.71,4350.7,89.25
[01/02/2025 22:00],60.17,67.24,4420.1,94.24
[01/02/2025 23:00],53.54,80.92,2958.2,89.04
[02/02/2025 00:00],80.6,97.98,5207.4,85.02
[02/02/2025 01:00],85.56,84.17,4101.7,70.86
[02/02/2025 02:00],64.95,79.44,3350.0,53.71
[02/02/2025 03:00],93.4,96.83,2433.9,56.43
[02/02/2025 04:00],94.55,53.42,4149.5,68.84
[02/02/2025 05:00],41.97,93.07,3658.6,45.75
[02/02/2025 06:00],40.09,85.05,3464.5,58.09
[02/02/2025 07:00],57.18,87.25,5767.4,64.95
[02/02/2025 08:00],70.17,78.41,5421.8,60.17
[02/02/2025 09:00],71.69,98.48,2322.0,66.69
[02/02/2025 10:00],83.59,52.32,2161.5,55.03
[02/02/2025 11:00],41.56,81.67,4679.0,43.51
[02/02/2025 12:00],78.65,82.62,2477.4,83.47
[02/02/2025 13:00],58.84,71.81,3707.3,61.11
[02/02/2025 14:00],63.39,77.19,2011.7,72.07
[02/02/2025 15:00],91.28,62.1,4574.3,43.12
[02/02/2025 16:00],91.44,79.97,3982.1,56.96
[02/02/2025 17:00],76.26,67.07,2822.7,61.4
[02/02/2025 18:00],65.36,91.87,2035.2,87.72
[02/02/2025 19:00],72.09,57.36,4360.6,91.56
[02/02/2025 20:00],91.45,97.07,4493.4,60.06
[02/02/2025 21:00],41.31,98.12,2116.8,88.42
[02/02/2025 22:00],41.91,68.03,2287.0,63.96
[02/02/2025 23:00],86.52,89.12,3435.8,42.38
[03/02/2025 00:00],81.18,50.45,4384.1,61.31
[03/02/2025 01:00],56.68,80.42,2319.4,57.83
[03/02/2025 02:00],69.08,69.88,3950.8,51.16
[03/02/2025 03:00],73.45,95.1,5380.1,59.96
[03/02/2025 04:00],86.37,54.41,5668.6,74.46
[03/02/2025 05:00],56.82,95.81,2052.8,79.11
[03/02/2025 06:00],51.73,92.1,5613.7,55.81
[03/02/2025 07:00],61.35,93.48,5961.8,73.45
[03/02/2025 08:00],72.09,58.97,4612.3,65.96
[03/02/2025 09:00],70.96,66.58,2975.4,82.48
[03/02/2025 10:00],49.36,56.73,4844.5,57.5
[03/02/2025 11:00],55.69,68.45,4685.0,47.11
[03/02/2025 12:00],47.08,96.19,4366.2,45.34
[03/02/2025 13:00],73.7,56.31,2359.9,50.26
[03/02/2025 14:00],87.25,55.82,2096.5,77.03
[03/02/2025 15:00],78.41,74.05,2507.1,46.16
[03/02/2025 16:00],90.85,89.9,5818.0,93.77
[03/02/2025 17:00],65.37,57.0,4777.9,59.2
[03/02/2025 18:00],93.08,51.28,2318.0,71.11
[03/02/2025 19:00],84.37,77.55,5751.5,80.97
[03/02/2025 20:00],79.4,51.14,5346.2,48.14
[03/02/2025 21:00],70.82,74.72,4395.2,69.98
[03/02/2025 22:00],57.03,63.74,3487.2,84.08
[03/02/2025 23:00],61.22,50.9,3211.1,69.02
[04/02/2025 00:00],85.43,55.38,2290.7,73.97
[04/02/2025 01:00],74.25,47.24,2522.3,72.71
[04/02/2025 02:00],73.38,64.18,2049.8,94.16
[04/02/2025 03:00],94.56,96.93,4874.8,71.38
[04/02/2025 04:00],71.55,99.05,3130.6,54.92
[04/02/2025 05:00],88.2,78.52,2009.2,73.43
[04/02/2025 06:00],58.28,92.38,4357.3,52.53
[04/02/2025 07:00],79.59,58.57,4639.4,79.51
[04/02/2025 08:00],70.37,73.15,2397.2,89.5
[04/02/2025 09:00],60.72,65.47,4071.5,80.0
[04/02/2025 10:00],42.98,58.62,2597.7,87.5
[04/02/2025 11:00],87.97,71.81,5971.8,77.0
[04/02/2025 12:00],84.04,48.09,2923.8,87.26
[04/02/2025 13:00],71.73,58.57,3566.3,45.75
[04/02/2025 14:00],81.02,48.71,3458.5,43.33
[04/02/2025 15:00],72.72,96.83,2515.8,66.04
[04/02/2025 16:00],64.79,86.78,2473.0,83.62
[04/02/2025 17:00],61.69,68.88,4419.1,93.28
[04/02/2025 18:00],70.58,63.36,3611.1,53.64
[04/02/2025 19:00],77.2,61.08,5560.4,70.61
[04/02/2025 20:00],64.83,69.41,5220.7,49.64
[04/02/2025 21:00],77.46,95.41,5876.6,56.03
[04/02/2025 22:00],71.9,83.81,5290.3,70.49
[04/02/2025 23:00],54.51,50.18,4482.0,71.63
[05/02/2025 00:00],64.05,97.26,3215.5,87.4
[05/02/2025 01:00],84.16,67.01,2093.6,51.52
[05/02/2025 02:00],71.0,68.79,2339.9,67.95
[05/02/2025 03:00],51.42,93.92,2407.2,77.37
[05/02/2025 04:00],62.19,62.44,4142.7,40.02
[05/02/2025 05:00],46.26,91.37,5350.6,64.61
[05/02/2025 06:00],79.75,96.52,3578.1,75.28
[05/02/2025 07:00],75.88,49.64,2819.0,53.39
[05/02/2025 08:00],88.17,50.91,2624.1,70.75
[05/02/2025 09:00],80.11,84.71,5103.0,94.3
[05/02/2025 10:00],57.48,72.24,2400.5,43.38
[05/02/2025 11:00],42.44,53.37,2654.7,73.9
[05/02/2025 12:00],85.23,70.77,2841.7,78.67
[05/02/2025 13:00],50.67,47.7,4592.4,86.98
[05/02/2025 14:00],63.41,84.7,3929.6,48.93
[05/02/2025 15:00],50.6,83.78,4638.4,49.7
[05/02/2025 16:00],64.42,45.91,2079.9,80.09
[05/02/2025 17:00],52.83,93.95,4361.9,79.19
[05/02/2025 18:00],41.41,81.38,4852.9,66.17
[05/02/2025 19:00],76.03,79.73,2434.4,91.34
[05/02/2025 20:00],75.32,90.18,4337.2,86.53
[05/02/2025 21:00],75.19,45.14,3230.1,79.35
[05/02/2025 22:00],70.6,73.89,3350.5,82.63
[05/02/2025 23:00],87.66,95.33,5896.9,45.94
[06/02/2025 00:00],49.89,99.23,5391.3,54.12
[06/02/2025 01:00],56.52,84.27,3601.0,88.59
[06/02/2025 02:00],63.24,93.67,2026.8,71.11
[06/02/2025 03:00],58.66,49.53,5267.9,66.71
[06/02/2025 04:00],42.13,77.44,2504.1,91.07
[06/02/2025 05:00],62.87,66.3,4156.9,78.88
[06/02/2025 06:00],47.8,81.83,2571.8,74.48
[06/02/2025 07:00],73.63,73.63,5650.1,84.89
[06/02/2025 08:00],47.27,54.37,3338.5,50.45
[06/02/2025 09:00],74.13,93.87,4151.5,84.2
[06/02/2025 10:00],86.11,94.23,5572.4,67.55
[06/02/2025 11:00],72.32,51.77,3183.3,55.08
[06/02/2025 12:00],56.81,47.26,3132.2,77.93
[06/02/2025 13:00],63.68,97.9,3866.3,90.18
[06/02/2025 14:00],84.58,56.27,2460.9,83.2
[06/02/2025 15:00],51.46,62.78,4895.4,65.53
[06/02/2025 16:00],54.98,68.86,5896.9,46.04
[06/02/2025 17:00],65.39,79.32,5019.2,77.89
[06/02/2025 18:00],70.97,72.57,3646.3,56.56
[06/02/2025 19:00],83.61,51.29,4534.5,67.62
[06/02/2025 20:00],73.74,79.1,3180.3,42.32
[06/02/2025 21:00],66.47,45.97,2489.4,81.32
[06/02/2025 22:00],68.47,99.29,3432.3,56.61
[06/02/2025 23:00],88.04,76.4,4160.4,71.88
[07/02/2025 00:00],77.96,65.86,5826.5,55.29
[07/02/2025 01:00],84.47,66.17,5946.9,62.9
[07/02/2025 02:00],72.81,90.21,2419.5,75.69
[07/02/2025 03:00],79.87,93.29,4325.4,74.0
[07/02/2025 04:00],94.35,99.44,5618.7,43.51
[07/02/2025 05:00],44.49,45.43,2786.0,53.57
[07/02/2025 06:00],65.96,80.55,2776.8,91.96
[07/02/2025 07:00],78.65,89.43,2978.3,60.18
[07/02/2025 08:00],94.26,92.25,2539.3,89.63
[07/02/2025 09:00],86.84,66.84,5297.5,78.49
[07/02/2025 10:00],78.41,94.4,2365.2,78.13
[07/02/2025 11:00],87.19,70.57,2391.5,73.72
[07/02/2025 12:00],55.44,82.4,5740.9,81.38
[07/02/2025 13:00],68.13,86.72,2127.6,88.57
[07/02/2025 14:00],67.49,96.83,5684.0,43.7
[07/02/2025 15:00],94.62,80.38,3087.0,77.24
[07/02/2025 16:00],56.98,53.99,2729.5,64.83
[07/02/2025 17:00],78.29,77.57,3800.7,45.34
[07/02/2025 18:00],44.2,96.14,4235.4,76.45
[07/02/2025 19:00],47.74,96.39,3750.9,49.74
[07/02/2025 20:00],48.19,74.76,2777.8,56.96
[07/02/2025 21:00],81.48,93.56,2542.0,49.89
[07/02/2025 22:00],73.92,48.6,3878.8,71.28
[07/02/2025 23:00],77.64,49.78,4813.9,41.81
[08/02/2025 00:00],85.56,47.22,3883.9,80.98
[08/02/2025 01:00],74.36,84.77,5651.0,43.97
[08/02/2025 02:00],79.1,49.9,4196.7,76.84
[08/02/2025 03:00],41.75,96.9,3956.1,62.19
[08/02/2025 04:00],88.58,75.35,3297.8,55.2
[08/02/2025 05:00],86.84,88.24,3097.3,60.36
[08/02/2025 06:00],61.78,46.18,2519.0,49.01
[08/02/2025 07:00],42.69,89.93,4502.6,69.27
[08/02/2025 08:00],57.3,74.03,4752.2,86.25
[08/02/2025 09:00],56.81,87.85,5060.4,92.51
[08/02/2025 10:00],68.49,67.33,4810.6,92.97
[08/02/2025 11:00],91.03,66.26,5745.6,76.51
[08/02/2025 12:00],56.25,57.11,2486.1,54.25
[08/02/2025 13:00],66.17,95.72,5022.4,74.39
[08/02/2025 14:00],78.27,72.18,2035.3,41.3
[08/02/2025 15:00],40.2,82.78,5808.2,86.33
[08/02/2025 16:00],86.48,73.01,3443.5,77.5
[08/02/2025 17:00],68.16,84.57,3318.0,91.32
[08/02/2025 18:00],55.2,76.32,3538.6,72.68
[08/02/2025 19:00],55.05,62.47,5493.0,61.94
[08/02/2025 20:00],94.75,51.3,5605.6,75.57
[08/02/2025 21:00],90.12,64.04,2312.3,90.74
[08/02/2025 22:00],53.77,66.36,2127.2,89.35
[08/02/2025 23:00],71.18,99.94,4487.2,49.28
[09/02/2025 00:00],82.71,56.11,5940.1,85.55
[09/02/2025 01:00],67.81,95.08,4596.0,71.15
[09/02/2025 02:00],70.52,98.28,4477.9,69.14
[09/02/2025 03:00],58.89,63.42,2388.7,90.49
[09/02/2025 04:00],55.6,94.97,3474.3,63.71
[09/02/2025 05:00],45.91,94.6,2621.6,57.28
[09/02/2025 06:00],61.52,50.65,2444.2,76.88
[09/02/2025 07:00],43.21,71.74,5414.2,52.99
[09/02/2025 08:00],57.73,57.76,2337.3,91.67
[09/02/2025 09:00],53.2,60.08,2457.2,55.11
[09/02/2025 10:00],66.71,66.78,3907.0,86.84
[09/02/2025 11:00],50.04,45.12,4521.8,48.36
[09/02/2025 12:00],77.26,60.38,4509.9,57.37
[09/02/2025 13:00],56.3,55.83,2794.0,49.04
[09/02/2025 14:00],89.81,50.89,5458.8,90.4
[09/02/2025 15:00],85.13,96.86,5444.9,86.85
[09/02/2025 16:00],57.01,74.13,4805.6,73.37
[09/02/2025 17:00],91.4,68.89,3914.3,51.38
[09/02/2025 18:00],75.67,74.72,3116.4,43.47
[09/02/2025 19:00],68.3,94.8,4860.3,60.78
[09/02/2025 20:00],67.11,59.2,5182.9,40.18
[09/02/2025 21:00],87.17,79.44,2306.7,52.06
[09/02/2025 22:00],78.1,98.78,2192.7,51.75
[09/02/2025 23:00],91.11,48.94,3437.8,92.36
[10/02/2025 00:00],90.14,96.61,3172.2,87.36
